,id,title,assignee,abstract,title_en,assignee_en,abstract_en,label_id
38,c7c0c588d2685ecde0e82fe9c4efeb53,一种与黄金梨果顶硬化相关的NAC转录因子,青岛农业大学,本发明涉及一种与黄金梨果顶硬化相关的NAC转录因子。NAC转录因子的核苷酸序列如SEQ ID NO:1所示。本发明从黄金梨中克隆获得一个与黄金梨果顶硬化相关的NAC转录因子，并发现其在果顶硬化果实中的表达量明显高于正常果实，亚细胞定位发现该转录因子具有核定位信号，构建植物瞬时表达载体，通过注射法将其瞬时转入黄金梨中，发现注射部位的梨果皮绿色进一步加深，硬度增加，果顶硬化的症状加重。获得NAC转录因子对阐明梨果顶硬化的机理和提高果实品质有重要的意义。,A NAC transcription Factor related to Top hardening in Golden Pear,Qingdao Agricultural University,"The invention relates to a NAC transcription factor related to the hardening of the top of a golden pear. The nucleotide sequence of NAC transcription factor is shown in SEQ ID NO:1. A NAC transcription factor related to apical hardening of the golden pear was cloned from the golden pear, and its expression level in the hardened fruit was significantly higher than that in the normal fruit. Subcellular localization found that the transcription factor had a nuclear localization signal, and a plant transient expression vector was constructed. Through the injection method, the transcription factor was transiently transferred into the golden pear, and it was found that the pear peel at the injection site was green further deepened and the hardness increased. The symptoms of hardening at the top of the fruit get worse. Obtaining NAC transcription factors plays an important role in elucidating the mechanism of pear apical hardening and improving fruit quality.",1
39,fc7b2d4ebb8f7129b40c91bf2f09152e,一种与猪乳头内陷相关的SNP标记及其应用,中国农业大学,本发明公开一种与猪乳头内陷相关的SNP标记及其应用，所述SNP分子标记包括以下至少一个位点：(1)位于猪13号染色体上的MIR138基因，GenBank序列号：NC_010455.5所示序列的27449811bp处，该SNP位点为rs81256086，碱基变化为T/C；(2)位于猪13号染色体上的ANO10基因，GenBank序列号：NC_010455.5所示序列的26877847bp处，该SNP位点为rs327526761，碱基变化为A/G。上述SNP标记可以应用于检测猪乳头是否内陷和辅助猪育种。,A SNP Marker related to invagination of Pig nipple and its Application,China Agricultural University,"The invention discloses a SNP marker related to pig nipple invagination and its application. The SNP molecular marker comprises at least one of the following sites: (1) the MIR138 gene on porcine chromosome 13, the GenBank sequence number: the 27449811bp of the sequence shown by NC_010455.5, the SNP site is rs81256086, and the base change is Tmax C. (2) the ANO10 gene located on porcine chromosome 13, the GenBank sequence number: the 26877847bp of the sequence shown by NC_010455.5, the SNP site is rs327526761, and the base change is Amax G. The above SNP markers can be used to detect the invagination of pig nipples and assist in pig breeding.",1
40,fe6b57527ef631abee7ca912468cf4d8,一种同时测定柑橘果实中22种黄酮和酚酸类物质的方法,福建省农业科学院农业工程技术研究所,本发明公开了一种采用高效液相色谱??二极管阵列检测器??荧光检测器（HPLC??DAD??FLD）测定柑橘果实中22种黄酮和酚酸类物质的方法，其能够同时测定柑橘样品中没食子酸、辛弗林、绿原酸、原儿茶酸、咖啡酸、对香豆酸、牡荊素鼠李糖苷、圣次草苷、阿魏酸、芦丁、苯甲酸、芸香柚皮苷、柚皮苷、橙皮苷、地奥司明、新橙皮苷、槲皮素、柚皮素、山奈酚、川陈皮素、桔皮素、金合欢素等22种酚类化合物，不需要衍生化，且准确度高、灵敏度高、重复性好。,A method for simultaneous determination of 22 flavonoids and phenolic acids in citrus fruits,"Institute of Agricultural Engineering and Technology, Fujian Academy of Agricultural Sciences","The invention discloses a method for adopting high performance liquid chromatography. Diode array detector? Determination of 22 flavonoids and phenolic acids in citrus fruits by fluorescence detector (HPLC??DAD??FLD) It can simultaneously determine 22 phenolic compounds in citrus samples, such as Gallic acid, synephrine, chlorogenic acid, protocatechuic acid, caffeic acid, p-coumaric acid, rhamnoside, palmitoside, ferulic acid, rutin, benzoic acid, rutin, naringin, hesperidin, diosmin, neo-hesperidin, quercetin, naringin, kaempferol, Quercetin, hesperidin, farnesin and other phenols without derivatization. It has high accuracy, high sensitivity and good repeatability.",1
41,6b212f2820d216b6ec7fb9960a6d95f4,提高水稻氮肥利用效率和产量的基因及其应用,中国科学院遗传与发育生物学研究所,本发明公开一种控制氮肥利用效率和产量性状的基因OsGRF4与其等位基因及其应用。OsGRF4可以促进水稻氮肥吸收、转运和同化基因的表达和酶活性，进而提高水稻氮肥利用效率；同时，OsGRF4可以促进细胞分裂，提高光合作用效率，进而提升水稻产量。等位基因OsGRF4在不影响株高性状的条件下，实现水稻氮肥利用效率和产量的协同提高。本发明还公开了OsGRF4在小麦高产品种中表达可进一步提升小麦氮肥利用效率和产量增加。OsGRF4基因的启动子和编码区的SNP多态性可以作为鉴定水稻氮肥高效利用和高产品种的分子标记。OsGRF4对基于提高水稻和小麦氮肥利用效率及产量的育种有广泛的应用前景。,Genes for improving nitrogen use efficiency and yield of Rice and its Application,"Institute of Genetics and Developmental Biology, Chinese Academy of Sciences","The invention discloses a gene OsGRF4 and its allele for controlling nitrogen fertilizer utilization efficiency and yield traits and its application. OsGRF4 can promote rice nitrogen absorption, transport and assimilation gene expression and enzyme activity, and then improve rice nitrogen use efficiency; at the same time, OsGRF4 can promote cell division, improve photosynthesis efficiency, and then increase rice yield. The allele OsGRF4 could achieve the synergistic improvement of nitrogen use efficiency and yield in rice without affecting plant height traits. The invention also discloses that the expression of OsGRF4 in high-yield wheat varieties can further improve the nitrogen fertilizer use efficiency and yield increase of wheat. The SNP polymorphism in the promoter and coding region of OsGRF4 gene can be used as a molecular marker to identify rice varieties with high nitrogen use efficiency and high yield. OsGRF4 has a wide application prospect for breeding based on improving nitrogen use efficiency and yield of rice and wheat.",1
42,120de2aebb05312072da337e3f80ba53,用于尾菜和秸秆生产猪用发酵饲料的复合菌剂的制备方法,西北民族大学,本发明涉及一种用于尾菜和秸秆生产猪用发酵饲料的复合菌剂的制备方法，该方法包括以下步骤：⑴将牛奶、红糖按比例混合均匀，即得到溶液A；⑵在所述溶液A中先加入混合菌液，再按每1L所述溶液A添加无机盐1份，混合均匀后，即得到溶液B；⑶在所述溶液B中加入玉米粉，搅拌均匀，即得水分含量为30%~45%的原料；⑷将所述原料装入容器中，用透气膜封口，于28℃~36℃条件下发酵1~2天，当pH值≤4.5、混合菌达到20~200亿cfu/g时，无菌条件下干燥、粉碎、装袋，即得猪用发酵饲料复合菌剂。本发明工艺简单、成本低廉，所得复合菌剂可提高发酵效率，提升饲料品质，减少营养损失，延长发酵饲料储存时间。,Preparation method of compound bacterial agent for producing fermented feed for pigs with tail vegetables and straw,Northwest University for nationalities,"The invention relates to a method for preparing a compound bacterial agent for producing fermented feed for pigs with tail vegetables and straws. The method comprises the following steps: ⑴ evenly mixes milk and brown sugar in proportion to obtain solution A; ⑵ first adds mixed bacterial liquid to the solution A, and then adds 1 part of inorganic salt according to each 1L of solution A, and after mixing evenly, solution B is obtained. ⑶ adds cornmeal to the solution B and stirs evenly to obtain a raw material with a moisture content of 30% to 45%. ⑷ puts the raw material into a container, seals it with a breathable membrane, ferments for 1 to 2 days under the condition of 28 ℃ ~ 36 ℃, when the pH value ≤ 4.5 and the mixed bacteria reaches 20 ~ 20 billion CFU / g, dried, crushed and bagged under aseptic conditions, the pig fermented feed compound bacterial agent is obtained. The invention has the advantages of simple process and low cost, and the obtained compound bacterial agent can improve the fermentation efficiency, improve the feed quality, reduce the nutrition loss and prolong the storage time of the fermented feed.",1
43,3a10cf60c01862ec77f6750b57eed3ed,一种增加大蒜蒜氨酸含量的肥料及其应用,新疆农业职业技术学院,本发明提供的一种增加大蒜蒜氨酸含量的肥料，肥料包括L??半胱氨酸、谷胱甘肽、MnSO·7HO、尿素、脱落酸（ABA）、FeSO·7HO五种组份，或者包括谷胱甘肽、尿素、FeSO·7HO三种与脱落酸（ABA）、MnSO·7HO、L??半胱氨酸中任意两种组份；所述肥料，全面提高大蒜蒜氨酸含量，大蒜蒜氨酸含量检测达到4.5%，相对于普通复合肥蒜氨酸含量提高23%，远远高于药典对药用大蒜蒜氨酸含量的要求，全面提高大蒜品质，也增加了大蒜抵御病虫害的能力，对大蒜种植领域具有广泛的适用性。,A kind of fertilizer for increasing alliin content of garlic and its application,Xinjiang Agricultural Vocational and Technical College,"The invention provides a fertilizer for increasing the content of alliin. Cysteine, glutathione, MnSO ·7HO, urea, abscisic acid (ABA), FeSO ·7ho, or including glutathione, urea, FeSO ·7HO and abscisic acid (ABA), MnSO ·7HO, lactide? Any two components of cysteine; the fertilizer comprehensively increases the alliin content, and the alliin content is detected to reach 4.5%, which is 23% higher than that of the ordinary compound fertilizer. It is far higher than the requirements of the Pharmacopoeia for the content of medicinal alliin, comprehensively improves the quality of garlic, also increases the ability of garlic to resist diseases and insect pests, and has a wide range of applicability in the field of garlic cultivation.",1
44,64cd76c4f12eebbe08379b7513c8ebeb,葡萄糖氧化酶CnGOD19及其改良酶、基因和应用,中国农业科学院北京畜牧兽医研究所,本发明涉及基因工程领域，具体涉及葡萄糖氧化酶CnGOD19及其改良酶、基因和应用。改良酶的氨基酸序列如SEQ ID NO.5或SEQ ID NO.6所示，改良后的葡萄糖氧化酶CnGOD19A具有较好的酶学性质，可以广泛应用于食品、化工、医药以及其它生物技术产业。,"Glucose Oxidase CnGOD19 and its modified enzyme, Gene and Application","Beijing Institute of Animal Husbandry and Veterinary Medicine, Chinese Academy of Agricultural Sciences","The invention relates to the field of genetic engineering, in particular to glucose oxidase CnGOD19 and its improved enzyme, gene and application. The amino acid sequence of the improved enzyme is shown by SEQ ID NO.5 or SEQ ID NO.6. The improved glucose oxidase CnGOD19A has good enzymatic properties and can be widely used in food, chemical, pharmaceutical and other biotechnology industries.",1
45,cc7f1c86580e75a4e6c496405734aed3,一种适用于联合测定植物内源激素的色谱检测方法,漳州城市职业学院,本发明属于植物内源激素的测定技术领域，公开了一种适用于联合测定植物内源激素的色谱检测方法，包括：A、B泵流动相的配置比例；A、B泵流速控制；柱温箱温度控制；检测器检测波长。本发明对仪器要求不高，高效液相色谱仪可以实现；实现了对GA(赤霉素)、IAA(生长素)、ABA(脱落酸)三种植物激素的联合测定，使得样品前处理操作更简单，回收率更高，分离效果好，而且等速洗脱，重现性好；最重要的是省工省时省药剂。,A chromatographic method for combined determination of Plant Endogenous hormones,Zhangzhou City Vocational College,"The invention belongs to the technical field of the determination of plant endogenous hormones, and discloses a chromatographic detection method suitable for the joint determination of plant endogenous hormones, which comprises the following steps: the configuration proportion of the mobile phase of An and B pumps, the flow rate control of An and B pumps, the temperature control of column incubator, and the detection wavelength of detector. The invention has low requirements for the instrument and can be realized by a high performance liquid chromatograph; the joint determination of three plant hormones GA (gibberellin), IAA (auxin) and ABA (abscisic acid) is realized, so that the sample pretreatment operation is simpler, the recovery rate is higher, the separation effect is good, and the constant speed elution has good reproducibility; the most important thing is to save labor, time and medicine.",1
46,fc6c50f5eef7c40e0a50ae8929577119,一种以豆渣为主要原料制备赤藓醇的方法,淮阴师范学院,本发明提供了一种以豆渣为主要原料制备赤藓醇的方法，首先，利用雅致放射毛霉（A.elegans）进行豆渣预发酵，通过控制预发酵条件，利用A.elegans产生的酶系充分水解豆渣中的大分子物质，同时尽量减少A.elegans对营养物质的利用，最大程度地保证豆渣中大分子物质的溶解性和可利用性；而后以赤藓醇生产菌株Y.lipolytica为发酵菌株，以预发酵豆渣作为唯一基质进行赤藓醇液态发酵。,A method for preparing erythritol from soybean dregs,Huaiyin normal University,"The invention provides a method for preparing erythritol with soybean dregs as the main raw material. Firstly, the soybean dregs are pre-fermented by using elegant radiation Mucor (A.elegans). By controlling the pre-fermentation conditions, the enzyme system produced by A.elegans is used to fully hydrolyze the macromolecular substances in the soybean dregs, while minimizing the utilization of nutrients by A.elegans, so as to ensure the solubility and availability of the macromolecular substances in the soybean dregs to the maximum extent. Then the erythritol producing strain Y.lipolytica was used as the fermentation strain and the pre-fermented soybean dregs as the only substrate for erythritol liquid fermentation.",1
47,01d6f1f4df67baea25a0629a0d3cd14c,具有硫取代的五元环杂环的杀有害生物活性多环衍生物,先正达参股股份有限公司,具有式(I)的多环衍生物其中取代基是如在权利要求1中所定义的，以及那些化合物的农用化学上可接受的盐、立体异构体、对映异构体、互变异构体和N??氧化物，可以用作杀昆虫剂并且可按照本身已知的方式制备。,Harmful bioactive polycyclic derivatives of five-membered ring heterocycles with sulfur substitution,"Syngenta shareholding co., Ltd.","Polycyclic derivatives with formula (I) wherein the substituents are as defined in claim 1, and the agrochemically acceptable salts, stereoisomers, enantiomers, tautomers and Nitrosins of those compounds? Oxides can be used as insecticides and can be prepared in a known way.",1
48,5e0545000048fbe61b3695fd9a8bac10,一种半浮性银鱼养殖饲料及其制备方法,汉寿县银河岸农林科技发展有限公司,本发明公开了一种半浮性银鱼养殖饲料及其制备方法，该饲料由畜禽下脚料酶解物、鱼骨粉、洞庭湖芦笋叶粉、青干草粉、棉籽饼粉、豆饼粉、菜籽饼粉、S，S??二甲基??β??氯代丙酸噻亭、紫河车粉、芫蓿籽粉、八角粉、甘草粉、桂皮粉、陈皮粉、番茄皮粉、槐叶粉、羟丙基变性淀粉、水制备而成。制备的饲料为双层结构，里层为营养成分，外层采用独特配方对银鱼有特别的引诱效果，通过低温膨化后，产品香味浓郁，具有很好的诱导效果。,Semi-floating silverfish culture feed and preparation method thereof,"Hanshou Yinhean Agriculture and Forestry Science and Technology Development Co., Ltd.","The invention discloses a semi-floating silverfish culture feed and a preparation method thereof. the feed is composed of animal and poultry offal enzymatic hydrolysate, fish bone meal, Dongting Lake asparagus leaf powder, green hay powder, cottonseed cake powder, soybean cake powder, rapeseed cake powder, Sparrow powder? Dimethyl? beta? Prepared from thitin chloropropionate, Zihe car powder, Daphne seed powder, star anise powder, licorice powder, cinnamon powder, tangerine peel powder, tomato peel powder, locust leaf powder, hydroxypropyl modified starch and water. The prepared feed has a double-layer structure, the inner layer is nutritious, and the outer layer uses a unique formula to attract silverfish. After expanding at low temperature, the product has a rich flavor and has a good inducing effect.",1
49,0237ed35c6afcb2cf6e5e900354e1cfc,AHL17基因在提高植物根毛生成能力中的应用,清华大学,本发明公开了AHL17基因在提高植物根毛生成能力中的应用。本发明提供了如下1)??3)中任一种物质在调控植物根毛生成能力中的应用：1)蛋白AHL17；2)编码蛋白AHL17的DNA分子；3)含有编码蛋白AHL17的DNA分子的重组载体、表达盒、转基因细胞系或重组菌；本发明通过AtAHL17进行过表达，来显著提高植物根毛长度和密度，由于AtAHL17直接来源于植物，因而在生物安全方面具有较小的风险性。本发明在提高植物根毛生成能力(包括根毛数目和长度)，进而将这一方法用于农作物育种方面具有重要意义。,Application of AHL17 Gene in improving the ability of Plant Root hair formation,Tsinghua University,"The invention discloses the application of AHL17 gene in improving the generating ability of plant root hair. The present invention provide the following 1)? 3) the application of any of the substances in regulating the ability of plant root hair formation: 1) protein AHL17;2) DNA molecule encoding protein AHL17; 3) recombinant vector, expression cassette, transgenic cell line or recombinant bacteria containing DNA molecule encoding protein AHL17 The invention has been expressed through AtAHL17 to significantly improve the length and density of plant root hair. Because the AtAHL17 is directly derived from plants, it has less risk in biosafety. The invention is of great significance in improving the generating ability of plant root hairs (including the number and length of root hairs), and then applying this method to crop breeding.",1
50,55f890778dee4d8e95a77e3a45f5e528,一种可调节畜牧用饲料槽,吕玲,本实用新型公开了一种可调节畜牧用饲料槽，包括储蓄槽总成，所述储蓄槽总成包括饲料槽和卡扣件，所述饲料槽位于所述卡扣件的左侧，所述储蓄槽总成的前立面安装有下板，所述下板的前后立面均安装有滑槽块，所述下板的上方设置有上板，所述上板的前后立面均安装有滑块本体，所述滑槽块与所述滑块本体滑动连接，所述储蓄槽总成的后立面上安装有焊接件。本实用新型中，在连接杆向下位移后，弹簧收到连接杆向下力度后，将会弹力反弹，将连接杆向上拉动，此现象处于牲畜离开上板后即可发生。,An adjustable feed trough for animal husbandry,LV Ling,"The utility model discloses an adjustable feed trough for animal husbandry, which comprises a storage tank assembly, which comprises a feed groove and a clamping piece, wherein the feed groove is located on the left side of the snap fastener, a lower plate is installed on the front facade of the storage tank assembly, a sliding groove block is installed on the front and rear facades of the lower plate, an upper plate is arranged on the top of the lower plate, and a slider body is installed on the front and rear facades of the upper plate. The chute block is slidably connected with the slider body, and a weldment is installed on the rear facade of the savings slot assembly. In the utility model, after the downward displacement of the connecting rod, the spring will bounce back and pull the connecting rod upward after receiving the downward strength of the connecting rod, which can occur after the livestock leaves the upper plate.",1
51,7cdffea3cb487737f653133cf755a845,一种垄栽地膜烟伸根期预防僵苗的方法,湖北省烟草公司宜昌市公司,一种垄栽地膜烟伸根期预防僵苗的方法，在烟田内起垄，垄表面可覆膜宽度为60??70厘米、垄顶与垄沟垂直高度25??30厘米，垄底部宽度为35??50厘米，垄顶面为弧面、垄侧边为斜面，在垄表面覆膜、并在垄顶面的弧面上打垂直种植孔，移烟苗放入垂直种植孔中，所述方法包括移烟苗于垂直种植孔5??10天后在垄一侧或二侧打斜孔；斜孔直径2??3厘米、孔深25??30厘米，斜孔与垄顶面正投影面的夹角为44度??48度，斜孔表口距垄顶面垂直距离为3??8厘米、底口距垄顶面垂直距离为15??20厘米；多个所述斜孔表口表面积和为垄表面积的0.002??0.004%。本发明的优点是，可以有效降低伸根期僵苗的发生率。,A method of preventing stiff seedlings at Root extension stage of Ridge plastic Film Tobacco,"Hubei Provincial Tobacco Company Yichang City Co., Ltd.","The invention relates to a method for preventing stiff seedlings during the root extension stage of planting plastic film on a ridge. the width of plastic film on the surface of the ridge is 60cm / 70cm, the vertical height between the top of the ridge and the ridge is 25cm / 30cm, and the width of the bottom of the ridge is 35cm / 50cm. The top surface of the ridge is curved, the edge of the ridge is inclined, the ridge surface is covered with plastic film, and a vertical planting hole is made on the curved surface of the top surface of the ridge, and the tobacco transplanting seedlings are placed in the vertical planting hole. The method includes drilling an oblique hole on one or both sides of the ridge 5 days after the tobacco seedling is planted vertically. The diameter of the oblique hole is 2cm / cm, the hole depth is 25cm / 30cm, the angle between the oblique hole and the ridge top surface is 44-48 degrees, the vertical distance between the oblique hole surface mouth and the ridge top surface is 3cm-48cm, the vertical distance between the bottom hole and the ridge top surface is 15cm-20cm; the surface area of a plurality of oblique holes is 0.002cm-0.004% of the ridge surface area. The invention has the advantages that the incidence of stiff seedlings at the root elongation stage can be effectively reduced.",1
52,5d3a6b6f451254366c6e0cc7429b6a46,一种低噪音耐高温的轴流风机,南京腾涌干热设备有限公司,本实用新型涉及轴流风机技术领域，且公开了一种低噪音耐高温的轴流风机，包括壳体，所述壳体内表面的右端固定连接有后支架，所述后支架的中部固定连接有后板，所述后板的侧面固定连接有安装板，所述安装板与后板之间固定安装有电机，所述电机的输出轴固定连接有转轴。该低噪音耐高温的轴流风机，通过在转轴的外表面固定套接固定环和挡风板，利用电机转动带动通过固定环连接的横杆转动，并利用横杆之间的二号连杆连接转动环，实现电机转动产生轴流风的同时带动后端的二号扇叶转动，并通过倾斜的挡风板将二号扇叶吹出的风导向电机本体，实现电机降温，使得风机本体可以适应高温工作环境，提高电机使用寿命。,An axial flow fan with low noise and high temperature resistance,"Nanjing Tengyong dry Heat equipment Co., Ltd.","The utility model relates to the technical field of an axial flow fan and discloses an axial flow fan with low noise and high temperature resistance, which comprises a shell, the right end of the inner surface of the shell is fixedly connected with a rear bracket, and the middle part of the rear bracket is fixedly connected with a rear plate. the side of the rear plate is fixedly connected with a mounting plate, a motor is fixedly installed between the mounting plate and the rear plate, and the output shaft of the motor is fixedly connected with a rotating shaft. By fixing a fixed ring and a wind baffle on the outer surface of the rotating shaft, the axial flow fan with low noise and high temperature resistance uses the motor rotation to drive the crossbar connected through the fixed ring to rotate, and the second connecting rod between the transverse rods is used to connect the rotating ring to realize that the motor rotates to generate axial flow wind while driving the second fan blade at the rear end to rotate, and the wind guide motor body blown out of the second fan blade through the inclined windshield is used to realize the cooling of the motor. The fan body can adapt to the high temperature working environment and improve the service life of the motor.",2
53,6220c6c04dc7a51ff57ee43bf2d659f9,高速电机转子和高速电机,成都凯磁科技有限公司,一种高速电机转子和高速电机，涉及高速电机技术领域，该高速电机转子包括转轴、圆筒磁体和固定套筒，圆筒磁体套设在转轴上，固定套筒过盈套设在圆筒磁体上，以使圆筒磁体与转轴保持相对固定。通过设计固定套筒，对圆筒磁体进行限位，保证圆筒磁体稳固地固定在转轴上，从而能够解决高速转动下圆筒磁体飞脱的风险，使得其能够实现高速运转，同时圆筒磁体直接与转轴配合，省掉了转子铁芯，降低了转子重量，减小了电机体积，以便适应电机高速运行。相较于现有技术，本实用新型提供的高速电机转子，能够大幅提高转子的结构强度，避免出现磁钢飞脱或松动现象，能够适用于高速转动的情况，并且体积小且轻量化，更适应电机高速运转。,High-speed motor rotor and high-speed motor,"Chengdu Kai Magnetic Technology Co., Ltd.","The invention relates to a high-speed motor rotor and a high-speed motor, which relates to the technical field of a high-speed motor. The high-speed motor rotor comprises a rotating shaft, a cylinder magnet and a fixed sleeve, wherein the cylinder magnet is arranged on the rotating shaft, and the fixing sleeve interference sleeve is arranged on the cylinder magnet to keep the cylinder magnet and the rotating shaft relatively fixed. The fixed sleeve is designed to limit the position of the cylinder magnet to ensure that the cylinder magnet is firmly fixed on the rotating shaft, so that the risk of cylinder magnet flying off under high-speed rotation can be solved, and the high-speed operation can be realized. At the same time, the cylinder magnet cooperates directly with the rotating shaft, which saves the rotor core, reduces the rotor weight and reduces the motor volume, so as to adapt to the high-speed operation of the motor. Compared with the prior art, the high-speed motor rotor provided by the utility model can greatly improve the structural strength of the rotor, avoid the phenomenon of magnetic steel falling off or loosening, is suitable for high-speed rotation, and is small and lightweight, so it is more suitable for the high-speed operation of the motor.",2
54,fb7351e74b50940edbfdaa5f6dc4ba1d,悬架位置检测装置和车辆,三一汽车起重机械有限公司,本实用新型提供了一种悬架位置检测装置和车辆，涉及车辆悬架位置检测技术领域，用于检测车桥和车架之间的相对位置，包括传动转换机构和角度检测机构；传动转换装置包括第一传动件和第二传动件，第一传动件与车桥和车架之中的一者连接，第二传动件与另一者连接；第一传动件和第二传动件相互配合，用于将车桥和车架的相对移动转换为第二传动件的转动，角度检测机构用于检测并记录第二传动件的转动角度。相较于现有的悬架位置检测装置，该悬架位置检测装置单独设置，不与液压油缸集成，通用度大幅提高，成本下降，同时，该悬架位置检测装置也方便拆卸，减少维修难度，提高维修效率。,Suspension position detection device and vehicle,"Sany Automobile lifting Machinery Co., Ltd.","The utility model provides a suspension position detection device and a vehicle, which relates to the technical field of vehicle suspension position detection, which is used for detecting the relative position between the axle and the frame, including a transmission conversion mechanism and an angle detection mechanism; the transmission conversion device comprises a first transmission part and a second transmission part, the first transmission part is connected with one of the axle and the frame, and the second transmission part is connected with the other The first transmission part and the second transmission part cooperate with each other for converting the relative movement of the axle and the frame into the rotation of the second transmission part, and the angle detection mechanism is used for detecting and recording the rotation angle of the second transmission part. Compared with the existing suspension position detection device, the suspension position detection device is set separately and is not integrated with the hydraulic cylinder, which greatly improves the versatility and reduces the cost. at the same time, the suspension position detection device is also convenient to disassemble and reduce the difficulty of maintenance. improve maintenance efficiency.",2
55,96229a4902306cbc81000ffdf63d03a2,蓄电池组在线维护系统,保定中创电子科技有限公司,本发明提供一种蓄电池组在线维护系统，用于对处于被浮充状态下且由相互串联的复数个蓄电池构成的蓄电池组进行维护，包括：监控终端，用于对每个蓄电池的运行进行实时检测，并发出充电指令和放电指令；以及活化装置，与交流电网连接，并与监控终端通信连接，其中，监控终端具有电池信息存储部、运行信息采集部、运行信息存储部、信息识别部、信息判断部、监控侧通信部以及信息处理部，活化装置具有活化侧接收部、运行控制部、状态开关部以及充放电部。本发明能够自动对性能劣化的蓄电池进行活化处理，提高蓄电池组的可靠性和使用寿命；而且，充电过程的能量来自交流电网，在放电时将能量馈送到交流电网，减少能耗，节约能源。,Battery pack on-line maintenance system,"Baoding Zhongchuang Electronic Technology Co., Ltd.","The invention provides an on-line maintenance system of a battery pack, which is used for maintaining a battery pack which is in a floating state and is composed of a plurality of batteries connected in series with each other, including a monitoring terminal for real-time detection of the operation of each battery and issuing charging instructions and discharge instructions And an activation device, which is connected with the AC power network and communicates with the monitoring terminal, wherein, the monitoring terminal is provided with a battery information storage section, an operation information acquisition section, an operation information storage section, an information identification section, an information judgment section, a monitoring side communication section and an information processing section, and the activation device has an activation side receiving section, an operation control section, a status switch section and a charging and discharging section. The invention can automatically activate the battery with deteriorated performance, improve the reliability and service life of the battery pack; moreover, the energy in the charging process comes from the AC power grid, and the energy is fed to the AC power network during discharge to reduce energy consumption and save energy.",2
56,bc113549fa1955b66c806e4bd72f9631,可动单元的锁定机构、薄片体供给装置以及图像形成装置,京瓷办公信息系统株式会社,本发明提供一种可动单元的锁定机构、薄片体供给装置以及图像形成装置。本发明的锁定机构具有钩、被卡合部以及施力部件，将被支承为能够相对于单元主体移动的可动单元卡止于单元主体。钩为L形，具有能够转动地支承于单元主体的转动支点的支承部、以及从支承部突出的卡合部。被卡合部形成于可动单元，能够与卡合部卡合。施力部件朝卡合部与被卡合部卡合的方向对钩施力。钩具有：第一面，在卡合部的前端侧与被卡合部对置；以及第二面，从第一面朝支承部侧延伸，且相对于第一面朝远离转动支点的方向倾斜。当卡合部与被卡合部处于卡合状态时，被卡合部仅与第二面抵接。,"Locking mechanism of movable unit, sheet body supply device and image forming device","Kyocera Office Information system Co., Ltd.","The invention provides a locking mechanism of a movable unit, a sheet body supply device and an image forming device. The locking mechanism of the invention has a hook, a clamped part and a force applying part, and a movable unit which can be moved relative to the unit main body is clamped at the unit main body. The hook is L-shaped and has a supporting part capable of rotationally supporting the rotational fulcrum of the main body of the unit and a clamping part protruding from the supporting part. The clamped part is formed in a movable unit and can be clamped with the clamping part. The force applying part exerts force on the hook in the direction of the clamping part and the clamped part. The hook has a first side opposite to the clamped part on the front side of the clamping part, and a second side extending from the first side toward the supporting part and tilting away from the rotational fulcrum relative to the first side. When the clamping part and the clamped part are in a clamping state, the clamped part is only connected with the second side.",2
57,d9cea414cc371a828e71efd43ec702c5,快速释放底座系统和方法,手持产品公司,本发明涉及快速释放底座系统和方法。一种插接站，用于使诸如手持终端之类的便携式计算机固定并为其充电，以允许操作者容易且快速地移除便携式计算机。当插接站被激励时，电磁接头能够磁保持便携式计算机。在激活便携式计算机或插接站上的释放时，电磁接头被去激励并且便携式计算机脱离。在示例性实施例中，插接站安装在车辆上，并且当车辆处于运动中时，电磁接头从车辆的电池接收功率。当车辆停住且关闭时，电磁接头可以被去激励，但便携式计算机可以仍被机械保持端口在适当地方抓持。,Rapid release base system and method,Handheld products company,"The invention relates to a rapid release base system and a method. A docking station for fixing and charging a portable computer, such as a handheld terminal, to allow an operator to remove the portable computer easily and quickly. When the docking station is excited, the electromagnetic connector can magnetically hold the portable computer. When the release on the portable computer or plug-in station is activated, the electromagnetic connector is de-energized and the portable computer is detached. In an exemplary embodiment, the docking station is mounted on the vehicle, and when the vehicle is in motion, the electromagnetic connector receives power from the battery of the vehicle. When the vehicle is stopped and closed, the electromagnetic connector can be de-energized, but the portable computer can still be held in place by the mechanical holding port.",2
